00011000010101000111100111000110 11001101010000001000100101100010 010 11100101100101010000001100101000 0 0
11001101110100100110000111101001 00110000101101011110110100110010 111 00000000000000000000000000000000 0 0
01001100111011000010010100011100 01010101000101000001111001010011 111 00000000000000000000000000000001 0 0
00101110000000001100101110011000 11100110000111011110100101000111 010 00010100000111101011010011011111 0 0
11001101110011000000010010110000 00000001100001100001111011101001 000 00000001100001000000010010100000 0 0
00101001001001010100101001101001 11111111010100111000011110110011 001 11111111011101111100111111111011 0 0
10001101001001010001000111011100 11101001101000101100110101000010 001 11101101101001111101110111011110 0 0
11011001101010001110011001101100 00010110111101110001110001001111 010 11110000101000000000001010111011 0 0
10111111110111001110110011011000 11010111110001110111111011001011 010 10010111101001000110101110100011 0 0
11101011111101000000011110101001 10011000101101011000101001100101 010 10000100101010011001001000001110 0 0
11100010111100101010100111011100 00000000111010000110101011101110 001 11100010111110101110101111111110 0 0
01011101110010100111010110111000 11001101000101011001110011110011 001 11011101110111111111110111111011 0 0
00010000000101011100000110100001 11011010100110010101001111000111 010 11101010101011110001010101101000 0 0
11100100111101101110011101010101 11101100100011101001100010101011 000 11100100100001101000000000000001 0 0
10010001111110100101000001110010 10111001001110111100101001011100 010 01001011001101100001101011001110 0 0
01100100100110110101110101001101 11100100110011100100111111101000 010 01001001011010011010110100110101 0 0
01110110001100010001000001010011 10111000111011000110010100011001 001 11111110111111010111010101011011 0 0
00010101101111111000100100010110 01110111100000101101111011111111 010 10001101010000100110100000010101 0 0
00100110010111111111101111111110 01100010001011010001011010111110 010 10001000100011010001001010111100 0 0
11111000001011001110010100000010 11100011100001011001001111100001 001 11111011101011011111011111100011 0 0
11010111010110100111000100100101 01110000110010101010100110101011 001 11110111110110101111100110101111 0 0
11101100010010110000000010001010 00001111000010111111101100110111 000 00001100000010110000000000000010 0 0
01000110101111101111100010001101 00001001011000001010111111000011 010 01010000000111111010100001010000 0 0
01010011110010111111000000000100 11000111010111001010010111011011 010 00011011001010001001010111011111 0 0
01000010101000011111000000111001 11101110100101101010001001110111 000 01000010100000001010000000110001 0 0
11111111110001101010111100110010 10000100110110111000011101100011 111 00000000000000000000000000000000 0 0
00000000000000000000000000000001 00000000000000000000000000000001 110 00000000000000000000000000000000 1 0
00001010000110010000001001000011 10101100010010101011111010011010 111 00000000000000000000000000000001 0 0
01000101101110100001100111001101 11000000011011010011000000001100 111 00000000000000000000000000000001 0 0
11100000010001100111101010001001 00110000000001111110100001010101 110 10110000001111101001001000110100 0 0
00001010101111010110101110011100 11010011010001011010110101001111 110 00110111011101111011111001001101 0 0
00001101010101100001001100101000 01110101010111111100011000000010 001 01111101010111111101011100101010 0 0
01010000001111100110011010001000 10000011100010011001101010111100 010 11010011110010000000000101000100 0 0
10000100100110100011111011100110 00011000001011110001111010010111 000 00000000000010100001111010000110 0 0
01000101101101000101110100101000 01000100011110001111000011100100 001 01000101111111001111110111101100 0 0
01010111000101001101010000111000 01100111010011110010000001011100 000 01000111000001000000000000011000 0 0
00000000000000000000000000000000 00000000000000000000000000000000 010 00000000000000000000000000000000 1 0
10000110000001000100011100110111 01111111001010101000100001110001 111 00000000000000000000000000000000 0 0
01110110101010101011010011000011 10000011010111011010001100100110 010 11111010000010000101011111101001 0 0
01010000101100011100100110110011 10100001010101100010101110000110 111 00000000000000000000000000000001 0 0
00000101111111111000001110111111 00010001000000010000100001001010 001 00010101111111111000101111111111 0 0
10001001011110010100001000011010 01001101111001011000111111101001 010 11010111010111101101001000000011 0 0
00100010000110010010010001100010 10111010001101010100010011010011 000 00100010000100010000010001000010 0 0
00010101011110000100010011101001 00011111110010110100001100110111 001 00011111111110110100011111111111 0 0
10010010110011101010000111110011 11000000101001101001110010101110 110 11010010001010000000010101000101 0 0
00010011101011101010011000000111 00100111110011111100000010110111 110 11101011110111101110010101010000 0 0
01111100100001001110000000011000 11110100011001001100111100110110 110 10001000001000000001000011100010 0 0
00010111110000010010010011000000 00101011100100111000011000001100 010 01000011010101001010101011001100 0 0
01010010110010011101010010100101 01001101010000001000110101011000 000 01000000010000001000010000000000 0 0
10000000110010100000001110001101 00111010100101001001110000100010 001 10111010110111101001111110101111 0 0
10111001101100011001111011111010 01000011110110111111001011100101 110 01110101110101011010110000010101 0 0
